ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000064,zimbabwe,43.872622724057074,No,Yes,Yes,No,Don't know or N/A,569.944001428969,2389.930993178764,28536.237316804465,16.373601045511887,Never had,Have now,,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,No,Yes,No,Yes,Don't know,Yes,Yes,Never had,Used to have but don't have now,Used to have but don't have now,No,44.98446954284449,Used to have but don't have now,Never had,Yes,Never had,Never had,Low
ID_DUMMY000065,malawi,48.281727900533355,Don't know or N/A,Yes,No,Don't know or N/A,Don't know or N/A,1336.1652762703031,1534.7744678057452,1849.4920659111865,0.3833068797722747,Never had,Have now,,No,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, sometimes",No,No,Yes,Yes,Yes,No,No,Have now,Have now,Never had,No,66.46251412815849,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000066,malawi,40.29412209110731,No,Yes,No,Don't know or N/A,Don't know or N/A,8070.708748422248,9669.340753254208,10164.814601147013,3.0306387783847546,Never had,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,No,Don't know,No,Yes,Never had,Have now,Used to have but don't have now,No,75.3069696100876,Never had,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000067,lesotho,50.46784764064814,No,No,Yes,Yes,No,4301.349163730587,29281.300990579366,422.02438062528586,1.6243670994756507,Used to have but don't have now,Have now,Yes,Yes,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,No,No,Don't know,Yes,Yes,Have now,Never had,Have now,No,22.57453916685136,Have now,Have now,Yes,Have now,Never had,Low
ID_DUMMY000068,zimbabwe,14.513251308282317,No,No,Yes,No,Don't know or N/A,1041.5757155709296,351.1807357714281,2370.1506930119476,18.324800612612837,Have now,Used to have but don't have now,No,Yes,Male,"Yes, always",No,Have now,"Yes, sometimes",Don't know or N/A,No,Yes,Yes,Don't know,No,Yes,Never had,Never had,Never had,No,118.34528933755234,Have now,Used to have but don't have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000069,zimbabwe,44.101071709325915,No,No,Yes,No,Don't know or N/A,127050.72287634035,4562.544527426526,640.0673593550358,5.771647918244078,Used to have but don't have now,Have now,,No,Female,No,No,Have now,"Yes, always",No,No,Yes,No,Don't know,No,Yes,Used to have but don't have now,Have now,Have now,Yes,19.514032721386954,Used to have but don't have now,Never had,No,Never had,Used to have but don't have now,High
ID_DUMMY000070,lesotho,24.157201515752295,Yes,Yes,Yes,Don't know or N/A,Don't know or N/A,116182.50256299524,6432.767835102576,777.0337814650314,21.82137734110084,Never had,Never had,Yes,No,Female,"Yes, sometimes",Yes,Have now,No,Yes,No,No,Yes,Don't know,Yes,Yes,Used to have but don't have now,Have now,Used to have but don't have now,No,18.050026932423382,Used to have but don't have now,Have now,No,Never had,Have now,Medium
ID_DUMMY000071,malawi,19.442385650909472,Don't know or N/A,No,No,Don't know or N/A,No,44700.71376319223,923.5179460712899,16782.120816103925,2.679174681636745,Never had,Never had,No,No,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,No,No,No,Have now,Never had,Used to have but don't have now,No,32.80884863168475,Have now,Have now,Yes,Have now,Never had,Low
ID_DUMMY000072,malawi,40.0629243966182,Don't know or N/A,Yes,No,No,Don't know or N/A,3274.633349757493,558.3029815894705,5547.651023971192,2.9941341369993224,Have now,Used to have but don't have now,No,Yes,Male,No,No,Used to have but don't have now,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Used to have but don't have now,Never had,Never had,Yes,15.499129818179398,Have now,Have now,No,Never had,Used to have but don't have now,Low
ID_DUMMY000073,zimbabwe,41.443547580542784,Yes,Yes,No,Don't know or N/A,No,8340.493515458844,3188.871326839123,238.8042633758623,4.813352173715359,Have now,Used to have but don't have now,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know or N/A,Yes,Yes,Yes,No,Yes,Yes,Have now,Have now,Never had,No,42.97952616394086,Never had,Never had,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000074,eswatini,43.9877681437551,No,No,No,Don't know or N/A,Don't know or N/A,667.1580183228645,11234.312199348267,2226.5628259598134,3.6715493021175756,Used to have but don't have now,Have now,Yes,No,Female,"Yes, always",Yes,Have now,"Yes, always",Don't know or N/A,No,No,Yes,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Never had,Yes,102.26178003822481,Used to have but don't have now,Used to have but don't have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000075,malawi,64.72897509858385,Yes,No,Yes,Yes,Yes,99775.87353090315,754.8762113136503,10392.37571258567,0.7194397769514947,Have now,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",No,No,Yes,No,Don't know,No,Yes,Never had,Used to have but don't have now,Never had,No,3.4539211576006768,Have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000076,malawi,47.744511395021775,Don't know or N/A,Yes,No,No,Don't know or N/A,46039.87349279139,257.9110631782348,6216.066735021611,0.7330627561413933,Never had,Never had,Yes,No,Male,"Yes, sometimes",No,Have now,No,Don't know or N/A,No,Yes,Yes,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Have now,Yes,1.7453598801458314,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000077,zimbabwe,52.70109384219505,Don't know or N/A,Yes,Yes,No,Don't know or N/A,88.45739530831233,185.88203108181054,46.03408406415975,11.725307614907209,Have now,Never had,,Yes,Female,"Yes, always",No,Never had,"Yes, sometimes",Yes,Don't know or N/A,No,No,Don't know,Yes,No,Used to have but don't have now,Have now,Used to have but don't have now,Yes,41.790656042796044,Have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000078,eswatini,58.02828462515234,Yes,No,No,Don't know or N/A,Yes,3457.1145009094494,12618.551083325336,150.77932969839105,9.915703218421534,Used to have but don't have now,Never had,Yes,No,Male,"Yes, sometimes",No,Never had,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,No,No,No,Have now,Never had,Used to have but don't have now,Yes,113.94247483891705,Used to have but don't have now,Have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000079,lesotho,19.559410727738143,Don't know or N/A,Yes,Yes,Yes,Yes,2667.5203238422278,1951.0016247658693,1704.7085785386525,3.392456463336799,Have now,Have now,,No,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Yes,No,Yes,Yes,Yes,No,Yes,Never had,Never had,Never had,Yes,39.450193234500986,Used to have but don't have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000080,eswatini,24.34636599394176,Yes,Yes,No,No,Yes,11376.955005423317,1900.547666498451,333.02460782107727,1.0037317851724081,Used to have but don't have now,Never had,Yes,Yes,Female,"Yes, always",No,Used to have but don't have now,No,Don't know or N/A,No,Yes,No,Yes,Yes,No,Have now,Have now,Never had,Yes,41.48007399886359,Used to have but don't have now,Used to have but don't have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000081,eswatini,39.24785083272194,No,No,No,Don't know or N/A,No,20136.40482198527,249.9875034709464,4479.5762233478545,1.0677549049754753,Have now,Never had,No,No,Male,No,No,Never had,"Yes, always",No,Don't know or N/A,Yes,No,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Never had,No,4.904233951977464,Never had,Have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000082,eswatini,33.63690857953071,No,No,Yes,Don't know or N/A,Don't know or N/A,610.4853737701477,933.979472623503,280.497221572167,1.155461031725483,Never had,Never had,No,No,Male,"Yes, always",Yes,Used to have but don't have now,No,Don't know or N/A,Don't know or N/A,Yes,No,Yes,No,No,Never had,Never had,Never had,Yes,43.71238332576905,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000083,zimbabwe,63.57670159499667,No,Yes,No,No,No,3198.7874782762356,383.91137743066736,2657.56040328431,10.340673492440454,Have now,Used to have but don't have now,,No,Female,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",No,Yes,No,No,Yes,No,No,Have now,Never had,Used to have but don't have now,Yes,110.50468806381758,Used to have but don't have now,Never had,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000084,lesotho,38.652063403710045,No,Yes,Yes,No,Yes,1916.1261581969,2755.2130481944682,7069.279739396317,1.0198981603090025,Have now,Used to have but don't have now,Yes,No,Female,"Yes, sometimes",No,Used to have but don't have now,No,Don't know or N/A,No,No,Yes,Don't know,No,Yes,Never had,Used to have but don't have now,Used to have but don't have now,No,25.121918800405236,Never had,Used to have but don't have now,Yes,Used to have but don't have now,Never had,Low
ID_DUMMY000085,eswatini,36.699379634180275,Don't know or N/A,Yes,Yes,No,Yes,29.849189007120152,112.9802931614555,21170.705338381915,3.104455546104588,Used to have but don't have now,Never had,Yes,Yes,Male,"Yes, always",No,Have now,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,Yes,Yes,No,Never had,Never had,Used to have but don't have now,No,89.69651257605078,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000086,lesotho,46.918683556669194,Yes,Yes,Yes,Don't know or N/A,Yes,5555.258907992535,111115.0258528286,13564.818440326124,0.5668066927033169,Never had,Never had,,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,Yes,Yes,No,Yes,Yes,Never had,Have now,Have now,No,53.689484018814554,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000087,zimbabwe,20.72264415690913,Yes,No,No,Don't know or N/A,No,4477.979735196044,352.6492306664252,139.7623279875068,0.10137680375157257,Used to have but don't have now,Never had,,Yes,Male,"Yes, always",No,Have now,"Yes, always",Yes,Don't know or N/A,No,Yes,Yes,No,Yes,Never had,Used to have but don't have now,Never had,No,38.6494998699814,Never had,Have now,Yes,Used to have but don't have now,Never had,Low
ID_DUMMY000088,lesotho,32.24112538908968,Don't know or N/A,No,No,Don't know or N/A,Yes,342.71664324945203,13776.40262245132,8839.199193069873,7.783545161888956,Used to have but don't have now,Used to have but don't have now,Yes,No,Male,"Yes, always",No,Never had,"Yes, always",No,Don't know or N/A,No,No,Yes,No,No,Have now,Never had,Have now,No,59.813063871486875,Have now,Never had,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000089,malawi,40.92841969177142,Yes,Yes,Yes,No,Yes,532.4194387167671,10771.791692787237,4769.697089575793,2.8251732469149102,Have now,Used to have but don't have now,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,No,Yes,Yes,Never had,Never had,Have now,No,15.309636335467651,Used to have but don't have now,Used to have but don't have now,No,Never had,Never had,Low
ID_DUMMY000090,eswatini,29.492580959382913,No,Yes,No,No,Yes,187.61660361596222,4399.588625352662,56215.621103986545,2.2010337982590307,Have now,Have now,No,Yes,Male,No,Yes,Used to have but don't have now,"Yes, sometimes",Yes,Yes,No,No,No,No,Yes,Never had,Never had,Have now,No,118.38182985515756,Have now,Have now,No,Never had,Have now,Medium
ID_DUMMY000091,malawi,23.217189114170306,Yes,No,Yes,No,Yes,9190.618122095255,413.2431440807353,752.3294370648529,1.032458727272902,Never had,Have now,Yes,No,Female,No,No,Have now,"Yes, sometimes",No,No,Yes,No,No,Yes,No,Have now,Never had,Have now,No,34.21142024326165,Have now,Used to have but don't have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000092,malawi,40.582259535337926,No,No,No,No,Yes,565.7202890974906,1645.3118812101993,1651.718273625414,0.5941367284870245,Used to have but don't have now,Never had,,Yes,Male,No,No,Used to have but don't have now,"Yes, always",No,No,Yes,No,Don't know,No,Yes,Used to have but don't have now,Have now,Never had,No,47.742671885488996,Used to have but don't have now,Never had,No,Have now,Never had,Medium
ID_DUMMY000093,lesotho,33.07874403318001,Don't know or N/A,No,No,Don't know or N/A,Don't know or N/A,13504.556846432853,2324.768588957264,311.1890357017186,13.251925474799776,Used to have but don't have now,Have now,,Yes,Female,No,Yes,Never had,"Yes, always",Don't know or N/A,Don't know or N/A,No,Yes,Don't know,Yes,No,Have now,Have now,Never had,Yes,66.81154716167157,Never had,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000094,zimbabwe,19.96713662654354,No,No,No,No,Don't know or N/A,8837.15600307534,405.88276493311844,5049.667121022932,1.955439065596163,Used to have but don't have now,Used to have but don't have now,,Yes,Female,"Yes, always",No,Never had,"Yes, sometimes",No,Yes,Yes,Yes,No,No,No,Have now,Never had,Used to have but don't have now,No,51.052372633970016,Have now,Have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000095,lesotho,20.469490745402048,No,Yes,No,Yes,Don't know or N/A,3281.8740447468867,1619.03205474385,355.0398635325134,1.7028168421827088,Never had,Never had,No,Yes,Male,No,Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,Yes,No,No,No,Yes,No,Used to have but don't have now,Never had,Never had,No,69.74858657071347,Have now,Never had,Yes,Have now,Used to have but don't have now,Low
ID_DUMMY000096,lesotho,39.2070424162322,No,Yes,Yes,Yes,No,264.5334214685888,412.50397343447275,1969.0719283529493,2.0519180069021163,Used to have but don't have now,Never had,,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,No,Don't know,No,No,Used to have but don't have now,Never had,Have now,No,16.12976123267691,Have now,Used to have but don't have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000097,malawi,52.07551371057329,Don't know or N/A,Yes,Yes,No,Yes,940.3162557372435,3841.1925916149007,236.63708050840407,7.140331114141043,Never had,Have now,Yes,Yes,Female,No,Yes,Used to have but don't have now,"Yes, sometimes",No,Don't know or N/A,Yes,No,No,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,71.47664887294131,Used to have but don't have now,Never had,No,Have now,Never had,Medium
ID_DUMMY000098,zimbabwe,10.340265998472528,No,No,Yes,No,Yes,605.5938149999088,2606.09494635175,1254.5325412941406,8.87803535570899,Have now,Never had,Yes,No,Female,"Yes, sometimes",No,Have now,No,No,No,Yes,Yes,Don't know,Yes,Yes,Have now,Never had,Have now,Yes,115.80322927998151,Used to have but don't have now,Have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000099,lesotho,44.4537504804557,Don't know or N/A,Yes,Yes,No,Don't know or N/A,890.7195565401602,1248.7329562354885,1366.1897999841062,4.272135720993349,Have now,Used to have but don't have now,Yes,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,Yes,No,Yes,No,No,No,Yes,Have now,Never had,Never had,Yes,101.01945321099265,Used to have but don't have now,Used to have but don't have now,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000100,lesotho,44.051231944902426,Yes,Yes,Yes,Yes,Yes,1307.9889287920562,527.7331002182743,829.9747361257558,0.8972232827997535,Used to have but don't have now,Have now,,No,Male,"Yes, sometimes",No,Have now,No,No,Don't know or N/A,Yes,Yes,No,Yes,No,Used to have but don't have now,Never had,Used to have but don't have now,Yes,97.74896642776585,Never had,Never had,No,Never had,Used to have but don't have now,Low
ID_DUMMY000101,lesotho,43.477298282756955,No,Yes,No,Don't know or N/A,No,189245.72791705048,4050.8704184611197,1005.4169821933652,2.491563748487225,Have now,Have now,Yes,Yes,Female,No,No,Used to have but don't have now,"Yes, sometimes",No,No,No,Yes,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,No,97.99193273658925,Never had,Used to have but don't have now,No,Never had,Have now,Medium
ID_DUMMY000102,zimbabwe,15.542505577865754,No,No,No,No,No,396.95676805284313,66.27495800062637,960.3288027883133,6.883886564684697,Used to have but don't have now,Used to have but don't have now,Yes,No,Female,No,Yes,Never had,"Yes, always",Don't know or N/A,No,Yes,Yes,Yes,No,No,Never had,Have now,Never had,Yes,60.3264468110975,Used to have but don't have now,Have now,Yes,Have now,Never had,Medium
ID_DUMMY000103,malawi,43.923128485169954,No,Yes,No,Don't know or N/A,Don't know or N/A,1923.3023131945943,3805.141173748158,33.78295697409348,11.847478043548133,Never had,Never had,No,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,No,Never had,Never had,Used to have but don't have now,No,74.90855950967905,Never had,Have now,Yes,Have now,Never had,Medium
